,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Age,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
1,Kevin Durant\duranke01,23,5,5,200,48,93,9,23,29,34,3,40,43,16,8,3,14,5,134,.516,.391,.853,40.1,26.8,8.6,3.2,1.6,0.6
2,Russell Westbrook\westbru01,23,5,5,179,49,101,3,10,27,33,6,21,27,23,8,0,4,10,128,.485,.300,.818,35.8,25.6,5.4,4.6,1.6,0.0
3,James Harden\hardeja01,22,5,0,144,19,53,5,20,37,40,1,22,23,11,8,1,10,17,80,.358,.250,.925,28.8,16.0,4.6,2.2,1.6,0.2
4,Serge Ibaka\ibakase01,22,5,5,135,22,47,0,2,0,1,18,10,28,4,2,20,1,17,44,.468,.000,.000,27.1,8.8,5.6,0.8,0.4,4.0
5,Thabo Sefolosha\sefolth01,27,5,5,95,8,20,4,12,2,2,0,10,10,9,7,1,3,15,22,.400,.333,1.000,19.1,4.4,2.0,1.8,1.4,0.2
6,Derek Fisher\fishede01,37,5,0,92,8,25,3,7,2,2,0,6,6,6,5,1,1,8,21,.320,.429,1.000,18.3,4.2,1.2,1.2,1.0,0.2
7,Kendrick Perkins\perkike01,27,5,5,145,9,21,0,0,2,2,7,21,28,6,2,11,7,15,20,.429,,1.000,29.0,4.0,5.6,1.2,0.4,2.2
8,Nick Collison\collini01,31,5,0,92,9,12,0,0,0,1,7,9,16,6,2,1,3,7,18,.750,,.000,18.4,3.6,3.2,1.2,0.4,0.2
9,Nazr Mohammed\mohamna01,34,5,0,62,6,12,0,0,2,4,6,7,13,1,0,3,0,14,14,.500,,.500,12.3,2.8,2.6,0.2,0.0,0.6
10,Daequan Cook\cookda02,24,5,0,34,4,10,2,5,0,0,0,0,0,1,0,0,0,1,10,.400,.400,,6.7,2.0,0.0,0.2,0.0,0.0
11,Cole Aldrich\aldrico01,23,2,0,10,3,4,0,0,1,2,3,4,7,0,0,0,0,2,7,.750,,.500,5.1,3.5,3.5,0.0,0.0,0.0
12,Royal Ivey\iveyro01,30,2,0,8,1,4,0,1,1,2,1,2,3,1,2,0,1,2,3,.250,.000,.500,4.1,1.5,1.5,0.5,1.0,0.0
